ts,amount_bymin,amount_powerfit,amount_norm,amount_powerfit_norm
2020-06-05 11:20:00,0.4361656499999996,1.2626749921318354,-0.4959051056975274,-0.606285126736404
2020-06-05 11:21:00,0.4040916700000003,1.257060830864227,-0.5628922510164271,-0.6097241794559648
2020-06-05 11:22:00,0.3971346399999998,1.2515212043248851,-0.5774221465765661,-0.6131175746235372
2020-06-05 11:23:00,0.29416692,1.2460544764051773,-0.7924722782657393,-0.6164663144660923
2020-06-05 11:24:00,0.2818038600000001,1.2406590608561794,-0.818292775029979,-0.6197713706681645
2020-06-05 11:25:00,0.25630638999999983,1.2353334193515786,-0.8715447483789159,-0.6230336855584535
2020-06-05 11:26:00,0.28344993000000007,1.2300760596417821,-0.8148549250875932,-0.6262541732405587
2020-06-05 11:27:00,0.2661713599999999,1.2248855337941995,-0.8509415622773905,-0.6294337206709237
2020-06-05 11:28:00,0.2442847400000003,1.219760436514984,-0.8966522035660469,-0.6325731886868841
2020-06-05 11:29:00,0.22566851000000002,1.2146994035478116,-0.9355325702776339,-0.6356734129875222
2020-06-05 11:30:00,0.01709703,1.2097011101455586,-1.3711382556381124,-0.6387352050698689
